P18	CDKN2C
FOXP2	CNTNAP2, CTBP1, SRPX2, CTBP1, CNTNAP2, SRPX2
IAP	CD47
MSN	GPS
DMT	DMT1
NRK	NRK2, NRK1, NRK1, NRK2
HDR	GATA3
RTP	RTP1, RTP2
APNG	MRI, CSS
PKB	AKT, AKT
B8	PHP
L1	GPS
UGT	UGT2B7, UGT1, UGT1A1
PGC	PPARGC1A
CYP3A4	CYP3A7, XREM, CYP2D6
CYP2E1	CYP1A2, CYP3A4, Hsp90
P52	NFKB2
IGES	PDF
SPMD	CPU, CPU
CD36	SCARB2, SCARB1, SCARB2, FYN, SCARB1, SCARB2
P2	P200
P8	G8
OS9	OS-9
Oct-4	homeobox
ATN	PAL, CBS
BRCA2	FANCD1, BRCA1, BRCA1, CHEK2, FANCD2, BRCA1, RAD51, RAD51L1, RAD51C, RAD51L3, XRCC2, RAD51, BRCA1, RAD51, RAD51, RAD51, RAD51L1, RAD51L3, XRCC2, BARD1, BCCIP, BRCA1, BRCC3, BUB1B, C11orf30, FANCD2, FANCG, HMG20B, P53, PALB2, PCAF, PLK1, RAD51, SHFM1, RAD51, DSS1, DSS1, BRCA1, BRCA1, PALB2
NTR	ADSL
EE	EEC
ES	S
FL	FLT3LG
DIC	DIK
HSP	BLAST
CD32	FCGR2A, FCGR2A, FCGR2B, FCGR2B
ASC	PYCARD
ICER	CPU
GW	MASTL
Yo	G8
G4S	ESPN
Pr	PR
D2	DIO2
GLI	GLI1, GLI2, GLI3
NIP	Nip
ACK	TNK2
A20	TNFAIP3
RPR	KIAA0460
EGR1	VAMP2, CEBPB, EP300, NAB1, P53, PSMA3
SARA	Sara
CADASIL	MRI
AND1	ESPN
TEL	ETV6
DSI	MRI
SDHD	SDHB, SDHA, SDHA, SDHB, SDHB, SDHAF2
A-2	A2
BRIC	G8, UK
BFPP	GPR56
ARF6	ARFIP2, EXOC5, KIAA0090
TR1	TAS1R1
ALB	Alb
CTM	LOL
CD57	B3GAT1
SHC	SHC1
CCR5	CCL3, CCL4, CCL3L1, CCL5, CXCR4, CCL5, CCL4, CCL3, CXCR4
P35	CDK5R1, EIF3J, IL12A
DS-1	DS1
PLAB	GDF15
DELTA	Delta
CAF-1	CHAF1A, CHAF1B, PCNA
CRKRS	CDK12
PURG	PURA
AOF1	KDM1B
AOF2	KDM1A
G2A	E3
Gc-MAF	GcMAF
ABHD12	ABHD6
CPSF-73	CPSF3
CYP2D7AP	CYP2D6
CYP2D7BP	CYP2D6
CYP2D7P2	CYP2D6
CYP2D8P2	CYP2D6
CYPIID6	CYP2D6
P450C2D	CYP2D6
P450DB1	CYP2D6
NPHS3	PLCE1
PPLC	PLCE1
PLC-delta-3	PLCD3
AD19	PLD3
HU-K4	PLD3
HUK4	PLD3
ARCND2	PLCB4
PI-PLC	PLCB4
SUCLG2	SUCLG1, SUCLA2, SUCLG1, SUCLA2
MIR361	Dicer
ALK7	ACVR1C
C8orf48	DLC1, MDFI, SGCZ
LOC105377021	BLAST, GLI3, E2F1
EVI-1	MECOM
C11orf86	BLAST
ANKRD24	SIRT6, EBI3, DLG4, RIF1, PACSIN1, NFKB1, BLAST
FAM76A	STX12, CLDN1, PABPC1, ELAVL1, PUM2, ELAVL1, ELAVL1, FAM76B
C16orf95	KHDRBS3, FBXO31, MAP1LC3B
LRRC24	ROBO2, IGFBP7
THEM2	ACOT13
DCL1	Dicer, HYL1, Dicer
GPATCH11	ZRSR2
SMVT	SLC5A6
FNIP1	AMPK
OATP2	SLCO1B1
GT198	BRCA1, BRCA1, CYP17A1, RAD51
LCEH	HADHA
TP-ALPHA	HADHA
MFSD2A	MFSD2
ARK5	NUAK1
JMJD1C	MDC1
KDM3C	JMJD1C
KDM7B	PHF8
KDM7C	PHF2
UNC13A	STX1A, DOC2A, RIMS1, RIMS2, RAB3A, TARDBP
TCF	TCF7L2
ATX	AMD, PDF
Ep	EP
5T4	TPBG
MiNT	GIT
SL-1	ML-1
NRX	UK
BRCA1	BRCA2, BRCA2, BRCA2, BARD1, BARD1, BRCA2, RAD51, BRCA2, BRCA2, AKT1, ATF1, BACH1, BARD1, BRCA2, BRCC3, BRIP1, CHEK2, CLSPN, CSNK2B, CSTF2, DHX9, ELK4, EP300, FANCA, FANCD2, FHL2, H2AFX, JUNB, LMO4, MAP3K3, MED1, MED17, MED21, MED24, MSH2, MSH3, MSH6, NPM1, NUFIP1, P53, PALB2, POLR2A, PPP1CA, RAD51, RBBP4, RBBP7, RBBP8, RELA, RPL31, SMARCA4, SMARCB1, STAT1, UBE2D1, USF2, ZNF350
SKS	BATF
Rho	P, P
KC	CXCL1
CAV	CAV2
CASP	BLAST
Pex14p	PEX14
FHC	FTH1
Met	c-Met
CPAP	CENPJ
ETO	RUNX1T1
PLP	PLP2
SNO	Sno
ACP	ACP1, ACP2, ACP3
Proteinase	Protease
SETD8	KMT5A
RBM13	MAK16
NDUFAF4	NDUFAF3, NDUFS2, NDUFS3, NDUFS8, NDUFA5, MMP9, NDUFAF3, NDUFS2, NDUFS3, NDUFS8, NDUFA5, MMP9, WDR26
C-Rel	REL
MRD26	AUTS2
FBRSL2	AUTS2
OCTN2	SLC22A5
DNAJC30	FKBP6, FZD9, BAZ1B, WBSCR14, STX1A, CLDN3, CLDN4, LIMK1, EIF4H, RFC2, CYLN2, GTF2IRD1, GTF2I
MIR494	Dicer
SERCA2	ATP2A2
AF10	MLLT10
B3GLCT	B3GALTL
C8orf58	PDLIM2, CENPH
PDE7B	PDE7A
ZC4H2	KIAA1166
GLUR6	GRIK2
DHX29	helicase, DDX3X
NR2B	GRIN2B
OAS	OAS1, OAS2, OAS3
NRF	NRF1
MARSIS	ESA
DN7	DN1, DN1
CD4	File:CD4 correceptor.png, CD8, SPG21, CCR5, CXCR4
SPH	SI, SI
DSCAM	PAFAH1B1, COL6A2, COL6A2
PBF	PTTG1IP
FOXP3	CD25, CD45, CTLA-4, CD8, NFATC1, ENTPD1
SIL	STIL
HERG	YWHAE
KLST	CBS, CBS, CBS, CBS
CAMK	CAMKI
CCNP	CCNA
VDP	USO1
P42	MAPK1
TLR3	IRF3, IRF3, IRF3, DDX58, IFIH1
COQ7	CLK1
HD5	DEFA5
Craig Goldy	ENGL
G20	G7, G7, G7, G8, G7
CD1	CD1A, CD1A, CD1D, CD1D, CD1E, CD1E, CD161
CD34	mucin, CRKL
CD8	CD8A, CD8A
CLK	CLK1, CLK2, CLK3
GLR	GLRA2
TR-1	TR1
CP24	CBS
Dicer	DICER1, helicase, DGCR8
ANG	APNG
SPN	CD43
WLS	GPR177
CNI	CNIH4
Bcl-2	BCL3, BCL6, BCL9, BCL10, BCL2L11, BAK1, BCAP31, BCL2L11, BECN1, BNIP2, BNIP3, BNIPL, CAPN2, IRS1, PPP2CA, PSEN1, RAD9A, RRAS, SMN1, SOD1, TP53BP2, Mcl-1
MLL	KMT2A
RIAM	APBB1IP
CTRL	CNTRL
CAF	CHAF1A
CREB	BDNF, VGF, PER1, PER2, CREM, CREB1, ATF4, CREB3, CREB5, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CAMK, CAMK, PER1, PER2
Hsp90	ATPase, DNAJB1, PTGES3, HSP90AA1, HSP90AA2, HSP90AB1, HSP90B1, TRAP1, CD47, HSP90AA1, homodimer, AHSA1, AHSA2, ATPase, FKBP5, FKBP52, STIP1, TFPI2, TOMM70A, ATPase, FKBP5, FKBP52, PTGES3, STUB1, FKBP51, FKBP52, DCTN2, FKBP52, AKT, AKT
C2	CO2
HND	SLC6A19
MCP	CD46
TIM	HAVCR2
C1	ESA
ROCK2	ROCK1, Rho
PHF17	JADE1
C15orf52	THOC1, RNF2, SUZ12
FAM63B	KLC1, FAM63A
PRR29	ICAM2, C21orf58
KIAA0232	YWHAZ, DYRK1A, DYRK1B
C12orf42	ASCL1
OCC-1	ELAVL1, REL, IRS4
CCDC180	GLI1, MIZF, MIZF, BUB1, BCL10, MLH1, PMS2, PTPN12, STK11, CDKN2A, DLC1, MLH3
CLN1	PPT1
C8orf82	ETFA
C10orf35	ATP1B3, GABRE, HTR3C, LPAR1
C14orf93	MRFAP1, MOV10, MRFAP1, MOV10
TREM-1	TREM1
C9orf174	CCDC180
FANCD2OS	FANCD2, RBMX, EIF4B
Hos	HOS
DLXIN-1	MAGED1
NRAGE	MAGED1
ALK2	ACVR1
ALK3	BMPR1A
ALK6	BMPR1B
TWEAK	TNFSF12
FLT1	VEGFR1
4EBP1	EIF4EBP1
RAGB	RRAGB
ACP33	SPG21
CXCR7	ACKR3
KCNE1L	KCNE5
MLL5	KMT2E
CYTIP	PSCDBP
PCDH11Y	PCDHY
KIAA1199	CEMIP
GSDMD	GSDMA, GSDMB, GSDMC, DFNA5, NALP3, NLRC4, STAT3, GSDMA, GSDMB, GSDMC, DFNA5
FFAR4	GPR120
CYP3A3	CYP3A4
EIF2D	LGTN
C5orf13	NREP
C5orf3	FAM114A2
C3orf1	TIMMDC1
C1orf106	INAVA
C1orf49	TEX35
C2orf3	GCFC2
C2orf18	SLC35F6
C2orf28	ATRAID
C3orf15	MAATS1
C3orf23	TCAIM
C3orf60	NDUFAF3
C4orf18	FAM198B
C4orf21	ZGRF1
C4orf29	ABHD18
C5orf21	FAM172A
C5orf36	KIAA0825
C6orf35	TMEM242
C7orf20	GET4
C7orf30	MALSU1
C8orf4	TCIM
C8orf32	WDYHV1
C9orf86	RABL6
C9orf127	TMEM8B
C10orf118	CCDC186
C11orf30	EMSY
C11orf73	HIKESHI
C13orf24	PIBF1
C14orf1	ERG28
C14orf4	IRF2BPL
C14orf32	MAPK1IP1L
C14orf79	CLBA1
C14orf104	DNAAF2
C14orf133	VIPAS39
C14orf159	DGLUCY
C14orf166	RTRAF
C14orf169	RIOX1
C15orf29	KATNBL1
C19orf2	URI1
C19orf62	BABAM1
C20orf3	APMAP
C20orf42	FERMT1
C20orf43	RTFDC1
C20orf111	OSER1
C20orf132	MROH8
C21orf7	MAP3K7CL
C21orf45	MIS18A
C21orf55	DNAJC28
C21orf56	SPATC1L
C21orf66	PAXBP1
C22orf9	KIAA0930
C17orf98	RBPJ, GRB2
ZNF598	GRB10, TNRC15
C19orf18	BLAST
LCHN	RAB35, NRF1, NRSF, CREB, SETBP1, TGOLN2, kallikrein, KLK5, KLK11, EFNB3
C21orf58	PSORT, PCNT, PLAG1, WT1, ZFX, E2F4, ELK1, KLF7, ZBTB33, PNMA2, MTUS1, GRB2, MTA2, ASH2L, KRT37, KRT27, KRT35, SPTA1, MKRN3, PNMA2, MTUS1, GRB2, MTA2, ASH2L, KRT37, KRT27, KRT35, SPTA1, MKRN3
WDR53	WDR5, MCPH1
TP53	P53
SHLD1	PRMT1, QARS, MAD2L2, CUL3
C16orf46	CDH15
DRP1	DNM1L
C18orf63	HBB, P53
KIAA1551	EXOC1, CALML3, EXOC1, CALML3
FAM234A	ITFG3
FAM71E1	SPIB, MYBPC2, MIR7-1, FAM71D, FAM71F2
TMEM127	MTOR
ANRIL	CDKN2BAS
CASC5	KNL1
ZCCHC18	MOAP1
C19orf70	MINOS1, MIC10, MRPL24, APOOL, STOML2, IMMT, MTX1, CHCHD3
RNR2	RNR1, RNR3, RNR4, RNR5
VASH2	VASH1
NRF2	NFE2L2
LOC100287387	TWIST2
C1orf127	CCT3, CCT6B
FHAD1	EFHD2, TMEM51, ZBTB33, LYL1, GTF2IRD1
C15orf39	EIF4ENIF1
TMEM44	GSK3B, MYST4, TNKS
C9orf25	LIMS1, PDE6D, NIPSNAP3A, CSNK1A1, SPRY2, MTA1, MTA3
C2orf81	HADHA
LRRIQ3	LYN, NCK2, GNB4, BLAST
C7orf61	DNA-PKcs
LOC101059915	CXorf49
OAZ	OAZ1, OAZ2
TNFAIP8L2	TNFAIP8, TNFAIP8L1, TNFAIP8L3
TOM40	TOMM40
ABBA	EMI, U2, U2
CPD	Cambridge Police Department (Massachusetts)
CPAN	PHP
G4	G4S
MDI	MD1
PKD	PKD1, PKD2
P53	LMO3, p21, CDK4, CDK6, CDK2, CDK1, miR-145, DNA-PKcs, TP53RK, USP7, USP7, USP42, EP300, PCAF, pRb, CXCR5, CXCL13, ANKRD2, ATF3, BAK1, BARD1, BRCA1, BRCA2, BRCC3, CDC14A, CFLAR, CHEK1, CCNG1, CREB1, DNA-PKcs, E4F1, EFEMP2, EP300, ERCC6, GNL3, GSK3B, HIF1A, HIPK1, HIPK2, HMGB1, HSPA9, ING1, ING4, ING5, KPNB1, LMO3, MDM4, MED1, MNAT1, PARP1, PIAS1, CDC14B, PIN1, PLAGL1, PLK3, PRKRA, PSME3, PTK2, PTTG1, RAD51, RCHY1, RELA, RPL11, S100B, SMARCA4, SMARCB1, SMN1, STAT3, TFAP2A, TFDP1, C12orf5, TOP1, TOP2A, TP53BP1, TP53BP2, TOP2B, TP53INP1, TSG101, UBE2A, UBE2I, USP7, WWOX, XPB, YPEL3, YWHAZ, ZNF148, SIRT1
PHD	P4HTM, EGLN2, EGLN1, EGLN3
SA	Socialist Alliance (England)
SMS	INAP
ADAMTS13	ADAMTS5
VWFCP	ADAMTS13
CXCR4	CCL2, THC, USP14
CSB	ERCC6
ALX	FPR2
ALR	GFER
ALK	ALK1
ASK	ASK1
P80	FAA
STMP	STEAP2
NESI	PDF
ACADVL	DLG4
UBA1	NEDD8, UBE1L2, UBC13
GLUT2	GLUT4
RTP1	RTP2, RTP3, RTP2, RTP2
RTP2	RTP1, RTP3, RTP1, RTP1
MCL	MCL1
MCM6	MCM2, MCM4, MCM7, helicase, MCM2, MCM4, MCM7, ORC2L
CTLA-4	CD80, CD86, CD28, homodimer, CD28, PTPN11, PI3K, AP2M1, CD80, CD86, PPP2R5A
NOX2	STAT3
MLT	MALT1
KYOT	KFYI, KFYI
RHO	Rho
MTOR	FKBP12, RPTOR, AKT1S1, DEPTOR, RICTOR, MLST8, MAPKAP1, RHOA, RAC1, CDC42, AKT, PDPK1, NIP7, RICTOR, AKT, AKT1, AKT2, AKT3, PI3K, PI3K, 4E-BP1, S6K, HIF1A, EIF4EBP1, ABL1, AKT1, CLIP1, EIF3F, EIF4EBP1, FKBP1A, GPHN, PRKCD, RHEB, RICTOR, STAT1, STAT3, TPCN1, TPCN2, UBQLN1
MYH7	myosin, MYH6, MYL3, MYL2
DARPP-32	PPP1R1B
DC-SIGN	CD4, ICAM3, CD23, CLEC4M
TSD	TSD
CD23	IgE
CCM3	PDCD10
CDX4	homeobox
MIRL	CD59
CHOP	CD20
CD30	TRAF2, TRAF5, NF-kappaB, TRAF5, TRAF1, TRAF2, TRAF3
VR1	TRPV1
TRAIL	NFkappaB, NFkappaB, TNFRSF10B
CALM	CALM2, CALM3
MBD1	ATF7IP, CHAF1A, SUV39H1
MYD88	TIRAP, IRAK1, IRAK2, RAC1
RANKL	RANK, RANK, ID4, ID2, RANK, AKAP11, AKT, TRAF6, RANK
CCNU	CCNO
FOXC2	SNAI1
NALP3	PYCARD, SUGT1
A3G	APOBEC3G
PTPRC	GANAB, LYN, SKAP1
GPVI	LYN
CYP17	CYP17A1
CV2	CV-2
OX40	CD134
TARC	CCL17
CD155	DYNLT1
UNP	USP4
Nav1.5	Nav1.1, Nav1.3, Nav1.6, Nav1.7, Nav1.8, Nav1.4, SCN1B, SCN2B, SCN3B, SCN4B, CAMK2D, ANK3, PKP2
KCNE1	KCNQ1, SGK, KCNE2, KCNE3, KCNQ1
CD20	CD45, CD117
TA5	TAAR8
FMRP	FMR1
CD90	CD55, CD59, CD34, CD2, CD28, CD34
RAG1	RAG2
RAG2	RAG1
MYH	MUTYH
LARC	CCL20
HLA-DP	HLA-DPA1, HLA-DPB1, HLA-DPA1, HLA-DPB1
CD278	IgE, CTLA-4, ICOSLG
CCL28	IgA, C5orf34, PLK1, C5orf34
Icy Bay Airport	GIF
DGCR8	Dicer
OAT3	SLC22A8
OAT2	SLC22A7
ACCN2	ASIC1
ACCN3	ASIC3
ACCN4	ASIC4
ADAMTS7	Protease
HHIPL1	HHIP
RFX	RFX1, RFX2, RFX3, RFX4, RFX5, RFX6
UBE2Z	FAT10
EHD3	EHD1, RAB11FIP2
REDD1	DDIT4
SYCL	DSEL, DSEL, DSEL
PAK7	PAK5
TMPRSS14	ST14
RGPR-p117	SEC16B
WAVE1	WASF1
TMEM48	NDC1
HIF-1alpha	HIF1A
PILRA	PTPN6, PILRB
VGLUT3	SLC17A8
BIG3	MVP
KIAA0020	PUM3
C10orf67	ARMC3, KIAA1217
ERICH2	H2AFY, SDCBP, IWS1
C16orf71	ZNF300, ARHGAP1, PLVAP, CREB1, TNIP2, OBSL1, DUSP3, HIF1A, ZNF300, ZNF300, ZNF300, ASCL1, ZNF300
SMIM23	COL17A1, PRDM16, BLAST
C10orf71	KIF17, KRT78, TBX4, LHX4, GRIK5, FADS2, GDF2, DYRK1A, DYRK1B, FNTA, FNTB
C21orf62	BNIPL, OLIG1, PAX3, PAX7
FAM71F2	FAM71F1, LINC01000, FAM71A, FAM71B, FAM71C, FAM71D, FAM71E1, FAM71F1
C12orf60	H2AFJ, SMC3, WBP11, HIST4H4, C12orf69, MEF2C, ATOX1
LENG9	CDC5L
PGAM1	PGAM2
TZAP	ZBTB48
RTL6	LDOC1, DDIT3, NXF1, STX1A, GOPC, TERF2
C2orf73	ACYP2, SPTBN1, FCHSD2, HSP27, SH3BP4
KIAA1211L	GSK3B, PAK1
C3orf62	USP4, TFCP2, YY1, ING5, TXNDC9, MORF4L1
MTTD	MT-TD
GILZ	TSC22D3
BSX	homeobox
DR1	DR3, DR3, NRK
HTX	ZIC3
IL1A	IL1B, HAX1, TNF, GCSF
GCK	MAP4K2
ND5	MT-ND5
MET	Met
UBE3A	MCM7, MECP2, TSC2, UBE2D1, UBE2D2, UBE2L3, UBQLN1, UBQLN2
CD44	CD25, ARHGEF1, FYN
VIPR	VIPR1
EP300	CREB, HIF1A, CREB, BCL3, BRCA1, CDX2, CEBPB, CITED1, CITED2, DDX5, DTX1, EID1, ELK1, HIF1A, HNF1A, HNRPU, ING4, ING5, IRF2, MAML1, MEF2C, MEF2D, MYBL2, NCOA6, NFATC2, NPAS2, P53, PAX6, PCNA, PROX1, PTMA, RELA, SNIP1, SS18, STAT3, STAT6, TAL1, TCF3, TFAP2A, TGS1, TRERF1, TSG101, YY1
MART-1	MLANA
ESG	TLE1
SLC24A5	SLC45A2
PRNP	Protease, PRND, FYN, FYN, PSEN1
B70	CD86
B22	HLA-B
MECP2	MBD1, MBD3, MBD4, CREB1, UBE3A
ADAMTS2	ADAMTS5, ADAMTS13
MEFV	SAA1
FMR1	CYFIP1, MAP1B, MAP1B, CYFIP1, CYFIP2, FXR1, FXR2, NUFIP1, NUFIP2
HMOX1	HMOX2
MUTYH	TP53, PCNA, APEX1, XRCC1, PARP1, LIG1, LIG3
CLIP	NOVA1
HRAS	c-Raf, c-Raf, SOS1, KRAS
ATP7A	ATP7B, ATOX1, GLRX, ATOX1, GLRX
CRP2	CEBPB
CTPS	CTPS2
CD38	CD4, CD8
HLA-B	HLA-A, HLA-C, HCP5
CCL2	CCR2, CCR4, CCR2, RANTES, MAPK3, MAPK1, CCR2, IL1B, HMOX1, HMOX2, NFKB1, NFKB2, IL1B
SR-BI	SCARB1
GRB7	PTK2, PTK2
GLI1	SAP18, STK36, SUFU, ZIC1
GLI2	PTCH1
GLI3	PTCH1, HAND2, FIGLA, SUFU, ZIC1, ZIC2
ERT1	ERT2, ERT2, ERT2
GLUT4	hexokinase, hexokinase, GLUT1, IRS1, TBC1D4, RAC1, RAC1, RAC1, RAC1
NT4	NT-4
8B	WNT8B, PDE8B
ALC1	CHD1L
KAP1	TRIM28
OATP2B1	SLCO2B1
CYBB	NOX2
NDUFAF2	NDUFA12, SEC22B, SPG21, LPAR3, STX8
ANO5	LGMD2L
KL-6	MUC1
NDUFAF6	MT-ND1, RHOXF2, OTX1, GALNT6
NDUFAF5	NDUFS7, NDUFS7, ND1, NDUFAF8, NDUFS7
NDUFAF7	NDUFS2, NDUFS2, NDUFS7, LRRK2
NDUFAF8	NDUFAF5
LYVE-1	LYVE1
ECSIT	TLR4, IRF3, IRF7, TRAF6, RIG-I, MDA5, TRAF6, NDUFAF1, MAP3K1, SMAD4
SDHAF1	SDHB, SDHB, KRT27, CIDEB, HSPA9, ISCU
FAM176A	EVA1A
CD8BP	CD8
CD8B	CD8
ARTS-1	ERAP1
CYB5B	MT-CYB
MOSC1	MARC1
MOSC2	MARC2
TTC19	MT-CYB, UQCRC1, UQCRC2, UQCRFS1, UQCRB, UQCRH, proteins, UQCRFS1, UQCRFS1, UQCRFS1, UQCRFS1, UQCRC1, UQCRFS1, ZFYVE26, CHMP4B
UQCC2	UQCC1, mtSSB, UQCC1
LYRM7	UQCRFS1, UQCRFS1, UQCRFS1, UQCRFS1
UQCC3	OMA1, UQCC1, UQCC2, OAS3, PHLDA3
COA3	MT-CO1, COX14, MT-CO1, COX1, SMIM20, SURF1, TIMM21
COA5	KRT31, CHCHD4
COX14	COX1, COX4, COX1, COA3, COX17, COX1, LMNA, COA3, SPPL2B
COA7	SEL1L, EFHC1, SNRPB, ENKD1
COX20	COX2, COX2, SCO1, SCO2, COX2, COX2, TMEM177, COX2, SCO1, COA6, COX2, COX18
COA6	SCO2, TMEM177, COX20, SCO1, COA1, COX16, TTC19, DTX2, NADSYN1, GABARAP, AIFM1, COX4I1, CD81, COX14, SFXN1, PLGRKT
JAM-B	JAM2
RESA1	COA7
SELRC1	COA7
C1orf163	COA7
PET100	MR-1S, PET117, COX7A2
CEP89	PICK1, LATS2, ERC1, CEP72, ADSL
PET117	MR-1S, PET100
C7orf45	SSMEM1
USMG5	ATP5F1, ATP5MC1, ATP5H, ATP5ME, ATP5J, ATP5J2
QIL1	C19orf70
TMEM70	RAB2A, PHC2, NDUFAF8, NDUFS5, COX6B1, ECSIT, NDUFAF4, COA3
SLC25A46	IMMT, MFN2, IMMT, SLC7A8, SLC10A1, SLC10A6, FHL3, FUNDC1, LEPROTL1, ODF4, VMA21, PQLC1, HSD17B11, REEP2, REEP4, TOMM22, OPA1, MFN2
CCDC56	COA3
C12orf62	COX14
T1R2	TAS1R2
MIR124-3	Dicer
C6orf204	CEP85L
C20orf196	SHLD1
CXorf59	CFAP47
Wikipedia:Peer review/American Bank Note Company Printing Plant/archive1	Wikipedia:Peer review/American Bank Note Company Printing Plant/archive1
USH1B	MYO7A
USH2B	GPR98
LAIR-1	LAIR1
LAMTOR3	MAP2K1IP1
LAMTOR5	HBXIP
HLA-A	HLA-B, HLA-C, proteins, CD8
HLA-C	KIR2DL1, LILRA3
P16	CDKN2A, CDKN2A, MDM2, E2F1, CCNG1, E4F1, P53, PPP1R9B, RPL11, SERTAD1, p21
RUNX2	TP53, P21, ATF4, HDAC3, MYST4, STUB1, RUNX1, RUNX3
CBFA1	RUNX2
P68	DDX5
ZAP70	FYN, SHC1
FADD	DFFA, TRAIL, TNFRSF10A, TNFRSF10B, TRADD, RIPK1, RIPK3, ATG5, ATG12, TLR3, TLR4, IRAK1, IRF7, CFLAR, ABCA1, ATG5, DEDD, MBD4, MYD88, PEA15, RIPK1, RIPK3, TRADD, TRAIL, TRADD
ELC	CCL19
SDHA	SDHB, SDHD, SDHB, SDHD, SDHD, SDHD
CARD15	NOD2
CT1	CT2
DPPX	DPP6
TLR2	CYP1A1, IL1A, IL1B, TLR6, TOLLIP, TLR6
CT2	CT1
CD80	CD28, CTLA-4, CD86, CD86, CD28
CD86	CD28, CTLA-4, CD80, CD80, CD28, CTLA-4
CCL3	CCR1, CCR4, CCR5, CCL4, CCL4
CCL4	CCR5, CCL3, CCR5, CCR8
CD134	CD28, CD28, Bcl-2, TRAF2, TRAF2, TRAF5, TRAF3, CTLA-4, CTLA-4, TLR9, TRAF5, TRAF2
CCL7	CCL2, MMP2, CCR2
MCP2	CCL8
MCP-2	CCL8
CCL20	STAT3
Nav1.7	SCN10A, Nav1.8, Nav1.3
ICAT	CTNNBIP1
RAD51	RAD51L1, RAD51C, RAD51L3, XRCC2, XRCC3, DMC1, BRCA2, PALB2, RAD52, DNA2L, RAD51L1, RAD51C, RAD51L3, XRCC2, XRCC3, BRCA1, PALB2, BRCA2, BRCA2, RAD52, PALB2, BRCA2, BRCA2, PALB2, BARD1, BRCA1, BRCA2, BRCC3, P53, RAD52, RAD54B, UBE2I
CCL14	CCL3, CCL4
CCL18	CCL3, GPR30, CCR8, CXCL12, CCL1
CCL15	CCL14
UGT2B7	UGT2B4
Template:CFB Schedule End	Template:CFB Schedule End
CTGF	VEGF, mucin, CYR61
HLA-E	CD94, NKG2
CCL22	CCR4, CX3CL1, CCL17
CCL17	CCL22, CX3CL1
CX3CL1	mucin, CX3CR1, CCL17, CCL22
CXCL9	CXCL10, CXCL11, CXCR3
CXCL10	CXCR3
CXCL11	CXCR3, CXCL9, CXCL10
CD15	FUT4, FUT9, CD30, CD45
TGR	RAI
FAPP	PHP
CXCL2	CXCL1
CXCL3	BTG2
CT-1	CT1
CXCL13	CXCR5
ABCB5	VEGFR1, TLR4, CXCR1
CD40L	CD154
TR2	TAS1R2
SORLA	SORL1
LR11	SORL1
CD2	CD58, CD48, CD2BP2, PSTPIP1
KRAS	c-Raf, GLUT1, SOS1, HRAS, PIK3CG, RALGDS, RASSF2
MCP-1	CCL2
ERCC2	XPB, TFIIH, helicase, ERCC5, GTF2H1, GTF2H2, XPB
TSC1	Hsp90, TSC2, AKT1, Hsp90, NEFL, PLK1, TSC2
SOS1	KRAS, PTPN11, ABI1, EPS8, FRS2, HRAS, ITSN1, MUC1, NCK1, PLCG1, PTPN11, SH3KBP1, SHC1
INK4	P16, CDKN2B, CDKN2C, CDKN2D, CDK4, CDK6
GLUT3	GLUT1
EPB41	CENPJ, EIF3G
TRPV1	TRPA1, CMKLR1, GPR32, FPR2, COX, SNAPAP, SYT9
MYL9	ATPase
CD22	PTPN6, LYN, SHC1, INPP5D
KLRD1	NKG2, HLA-E, KLRC2
IKBKG	RELA, BCL10, CDC37, CHUK, IKK2, IRAK1, PPM1B, TNFAIP3, TRAF3IP2, TRAF6
PCAF	EP300, EP300, HDAC3, FLI1, BRCA2, EVI1, HNF1A, IRF1, IRF2, KLF13, POLR2A, RBPJ, TCF3
MAD1L1	MAD2L1, HDAC1, MAD2L1, MAD1, MAD2
CHK2	CHEK2
H2AX	H2AFX
CLOCK	BMAL1, SIRT1, NPAS2, BMAL1
MRF4	MYF6
CDC25	ras-GRF1
CD133	DDX3X
CD70	CD27
CD153	CD30
EEA1	homodimer, RAB5A
NPAS3	NPAS1, NPAS1
CX3CR1	CX3CL1
XCR1	XCL1, XCL2
MSH2	MSH6, MSH3, BRCA1, CHEK2, MSH3, MSH6
MLH1	MLH3, MSH2, MSH3, MSH6, PMS1, PMS2, HMGB1, LIG1, MLH3, NTHL1, SMUG1, ERCC1, ERCC2, ERCC3, ERCC4, MLH3, EXO1, MBD4, MSH4, PMS2
MSH6	MSH2, MSH2, PCNA, BRCA1
AMELX	AMELY
ALDH2	IgE
CD164	mucin
LMNA	ZMPSTE24, ALOX12, SREBF1, ZNF239, SIRT1
XRCC1	LIG3, PARP1, REV1, APEX1, PARP2, PCNA, PNKP, PARP1
CXCL16	mucin
CXCL17	GPR35
XCL1	XCL2, XCR1, XCL2, XCR1
XCL2	XCL1, XCR1
CD25	IL2RA
CD122	IL2RB
JP1	JP-1
APH-1	PEN-2
PEN-2	APH-1
CD184	CXCR4
CXCR3	CXCL9, CXCL10, CXCL11, CXCL4, CCR5, CCR4
CXCR5	CXCL13, MEF2C
BLR1	CXCR5
STAT5	STAT5A, STAT5A, STAT5B, STAT5B, STAT5A, STAT5B, EZH2, CD135
